id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
5433,OH,6463,BOS,CVG,3,620,160,0
5434,OH,6490,LGA,RDU,3,620,123,1
5435,OH,6617,DTW,AVL,3,620,103,0
5436,OH,6756,RDU,STL,3,620,147,0
5437,OO,4882,MSP,CID,3,620,72,0
5438,OO,6479,DEN,PIT,3,620,175,0
5439,OO,6872,DEN,PHX,3,620,124,0
5440,UA,405,LGA,DEN,3,620,272,1
5441,US,1178,PBI,CLT,3,620,113,0
5442,US,1675,EWR,CLT,3,620,116,1
5443,US,1814,TPA,CLT,3,620,101,1
5444,WN,1048,BWI,MSY,3,620,180,1
5445,WN,1079,BWI,RDU,3,620,65,1
5446,WN,1163,LAS,SAT,3,620,150,0
5447,WN,1175,RNO,PHX,3,620,100,0
5448,WN,1185,LAS,SFO,3,620,105,0
5449,WN,1296,HOU,SAN,3,620,210,1
5450,WN,1458,SMF,ONT,3,620,75,1
5451,WN,1762,DEN,DTW,3,620,170,1
5452,WN,1945,DEN,MSY,3,620,155,1
5453,WN,2006,TPA,PIT,3,620,140,1
5454,WN,2012,RNO,SJC,3,620,60,1
5455,WN,2201,SJC,SAN,3,620,80,1
5456,WN,2528,MCO,PIT,3,620,135,1
5457,WN,2697,BWI,BHM,3,620,135,1
5458,WN,288,BUF,MDW,3,620,105,0
5459,WN,324,DEN,MCI,3,620,90,0
5460,WN,370,LAX,DEN,3,620,135,0
5461,WN,380,DEN,MSP,3,620,125,0
5462,WN,422,BWI,RSW,3,620,165,1
5463,WN,459,DEN,OMA,3,620,80,0
5464,WN,496,DEN,IAD,3,620,195,1
5465,WN,514,MDW,LAS,3,620,245,1
5466,WN,590,LAX,LAS,3,620,60,1
5467,WN,674,JAN,MCO,3,620,100,0
5468,WN,738,PHX,BNA,3,620,195,1
5469,WN,823,TUS,LAX,3,620,90,1
5470,WN,918,MCO,PHL,3,620,145,1
5471,WN,933,BWI,HOU,3,620,220,1
5472,WN,9,HOU,MSY,3,620,60,0
5473,XE,3085,PVD,EWR,3,620,68,1
5474,CO,1646,IAH,ORD,3,621,149,1
5475,EV,5312,TYS,ATL,3,621,65,1
5476,HA,535,OGG,HNL,3,621,34,0
5477,OO,6417,LAX,SMX,3,621,50,0
5478,OO,6575,MFR,SFO,3,621,75,1
5479,UA,422,DEN,EWR,3,621,225,1
5480,UA,531,ORD,LAX,3,621,275,1
5481,UA,547,ORD,LAS,3,621,241,0
5482,UA,791,DEN,DSM,3,621,105,0
5483,DL,101,LAX,ATL,3,622,252,1
5484,EV,7126,BUF,IAD,3,622,74,1
5485,UA,803,RDU,IAD,3,622,68,1
5486,DL,2150,SEA,SLC,3,623,113,1
5487,EV,5116,JAN,ATL,3,623,91,0
5488,OO,6242,DEN,OMA,3,623,84,1
5489,OO,6273,SEA,GEG,3,623,58,1
5490,OO,6814,SEA,PDX,3,623,48,1
5491,US,1120,MCO,CLT,3,623,96,0
5492,XE,5947,ORD,DAY,3,623,60,1
5493,UA,900,SAN,SFO,3,624,101,0
5494,YV,7217,DAY,IAD,3,624,76,1
5495,9E,3740,DTW,SWF,3,625,102,1
5496,9E,3764,MLI,DTW,3,625,97,1
5497,9E,3772,DTW,ALB,3,625,96,1
5498,9E,3890,DTW,ITH,3,625,86,0
5499,9E,3977,CLE,DTW,3,625,60,0
5500,9E,4011,LAN,DTW,3,625,49,1
5501,9E,4114,MSN,DTW,3,625,87,0
5502,9E,4390,DTW,AVP,3,625,84,1
5503,AA,1279,STL,DFW,3,625,115,0
5504,AA,1297,MIA,SJU,3,625,155,1
5505,AA,1477,DFW,AUS,3,625,55,0
5506,AA,1650,TUS,DFW,3,625,130,1
5507,AA,1964,SFO,DFW,3,625,215,0
5508,AA,283,LAX,HNL,3,625,365,0
5509,AS,578,PDX,SAN,3,625,143,1
5510,B6,1058,PIT,JFK,3,625,79,1
5511,CO,1076,EWR,RSW,3,625,205,1
5512,CO,1544,IAH,CLE,3,625,158,0
5513,CO,16,LAX,EWR,3,625,315,1
5514,DL,1061,LAX,MCO,3,625,276,1
5515,DL,1536,DTW,BWI,3,625,96,0
5516,DL,1744,DTW,DCA,3,625,92,0
5517,DL,1785,LGA,MCO,3,625,178,0
5518,DL,2496,MSP,RSW,3,625,202,0
5519,DL,2717,BOS,MEM,3,625,210,0
5520,DL,2868,MSP,GRB,3,625,66,0
5521,EV,5510,ROA,ATL,3,625,94,1
5522,FL,642,ATL,MKE,3,625,128,1
5523,FL,683,ATL,ICT,3,625,148,0
5524,FL,704,DAY,ATL,3,625,102,0
5525,FL,984,ATL,PIT,3,625,104,0
5526,HA,168,HNL,KOA,3,625,43,0
5527,MQ,2828,VPS,DFW,3,625,135,0
5528,MQ,3329,DFW,BRO,3,625,95,1
5529,MQ,3983,EVV,ORD,3,625,80,1
5530,MQ,4469,JFK,DCA,3,625,80,0
5531,MQ,4526,CMH,LGA,3,625,110,0
5532,MQ,4631,LGA,RDU,3,625,110,0
5533,OH,6706,DTW,RIC,3,625,101,0
5534,OO,4527,MSP,BNA,3,625,133,0
5535,OO,4614,DEN,SLC,3,625,97,1
5536,US,1524,DEN,CLT,3,625,188,0
5537,US,1905,DCA,FLL,3,625,156,0
5538,WN,12,DAL,OKC,3,625,50,0
5539,WN,1546,LAS,RDU,3,625,265,1
5540,WN,1589,BOS,BWI,3,625,90,0
5541,WN,1657,DAL,MCI,3,625,85,0
5542,WN,2117,TPA,MHT,3,625,175,1
5543,WN,267,PHX,OMA,3,625,155,1
5544,WN,2958,SAT,LAX,3,625,200,0
5545,WN,3341,ELP,HOU,3,625,100,0
5546,WN,386,PHL,TPA,3,625,175,0
5547,WN,49,SFO,PHX,3,625,115,0
5548,WN,588,PIT,BWI,3,625,60,1
5549,WN,607,ORF,BWI,3,625,55,1
5550,WN,682,PHX,TUL,3,625,140,1
5551,WN,885,LAX,ABQ,3,625,105,0
5552,WN,961,ONT,OAK,3,625,75,1
5553,XE,2119,MCI,IAH,3,625,118,0
5554,XE,2464,RIC,EWR,3,625,72,1
5555,XE,3098,GSO,EWR,3,625,90,1
5556,YV,2980,SNA,PHX,3,625,75,0
5557,EV,7082,IAD,BOS,3,626,87,1
5558,F9,234,SNA,DEN,3,626,129,0
5559,UA,112,DEN,TPA,3,626,206,0
5560,UA,18,DEN,BWI,3,626,202,0
5561,UA,244,DEN,ORD,3,626,143,0
5562,DL,1231,PDX,SLC,3,627,103,1
5563,OH,6642,ORF,JFK,3,627,93,0
5564,OO,6958,MKG,ORD,3,627,53,1
5565,OO,6247,LAX,FAT,3,628,69,1
5566,OO,6373,LAX,SBA,3,628,40,0
5567,OO,6385,LAX,SBP,3,628,54,0
5568,OO,6570,DEN,HSV,3,628,148,0
5569,OO,6735,DEN,MSO,3,628,133,0
5570,XE,5989,ORD,SBN,3,628,43,1
5571,F9,420,DEN,ATL,3,629,174,1
5572,FL,739,MKE,MSP,3,629,73,0
5573,OH,6286,LGA,CVG,3,629,145,1
5574,OO,6880,SLC,DEN,3,629,85,0
5575,UA,611,DCA,ORD,3,629,131,0
5576,9E,3710,DTW,ELM,3,630,78,0
5577,9E,3798,DTW,ABE,3,630,92,1
5578,9E,3891,DTW,ROC,3,630,80,0
5579,9E,4230,DTW,BGM,3,630,85,0
5580,9E,4287,DTW,BDL,3,630,108,0
5581,AA,1259,AUS,DFW,3,630,70,0
5582,AA,1511,MCO,DFW,3,630,185,0
5583,AA,1629,DFW,SAN,3,630,195,1
5584,AA,1914,MSP,DFW,3,630,160,0
5585,AA,2212,DFW,SNA,3,630,195,0
5586,AA,2334,DFW,ORD,3,630,135,0
5587,AA,385,DFW,ELP,3,630,105,0
5588,AA,451,ORD,SFO,3,630,290,1
5589,AA,599,LGA,MIA,3,630,195,0
5590,AA,754,MCI,ORD,3,630,95,0
5591,AS,368,SEA,SMF,3,630,106,0
5592,AS,510,SEA,SNA,3,630,163,0
5593,AS,604,SEA,LAS,3,630,149,0
5594,AS,80,ANC,SEA,3,630,200,0
5595,B6,1259,BOS,IAD,3,630,99,1
5596,CO,1033,LGA,IAH,3,630,245,1
5597,CO,1166,ORD,EWR,3,630,133,0
5598,CO,251,AUS,EWR,3,630,222,1
5599,CO,701,EWR,FLL,3,630,185,1
5600,DL,1378,LGA,BOS,3,630,72,0
5601,DL,1381,BOS,LGA,3,630,71,0
5602,DL,1529,JFK,LAS,3,630,352,1
5603,DL,2118,MCO,ATL,3,630,89,0
5604,DL,2343,EWR,ATL,3,630,145,0
5605,DL,2446,STL,DTW,3,630,94,0
5606,DL,2812,ATL,ORD,3,630,132,0
5607,DL,2904,LAX,TPA,3,630,272,1
5608,EV,5298,DTW,GSP,3,630,109,0
5609,EV,5522,ATL,BHM,3,630,56,1
5610,F9,123,DFW,DEN,3,630,121,0
5611,F9,232,DEN,BNA,3,630,150,1
5612,F9,370,DEN,MKE,3,630,133,1
5613,FL,221,LAS,MKE,3,630,208,0
5614,FL,291,ATL,HOU,3,630,143,0
5615,FL,361,LGA,ATL,3,630,157,1
5616,FL,633,BWI,DAY,3,630,90,1
5617,FL,755,BWI,HSV,3,630,110,0
5618,FL,819,BWI,BOS,3,630,79,0
5619,FL,820,BOS,BWI,3,630,90,1
5620,HA,29,SEA,OGG,3,630,370,0
5621,MQ,2715,DFW,LFT,3,630,75,0
5622,MQ,2767,DFW,VPS,3,630,105,0
5623,MQ,2889,DFW,CRP,3,630,80,0
5624,MQ,3033,LAX,SBA,3,630,40,1
5625,MQ,3290,PNS,DFW,3,630,125,0
5626,MQ,3365,LBB,DFW,3,630,65,0
5627,MQ,3901,PIT,ORD,3,630,95,1
5628,MQ,3949,AZO,ORD,3,630,55,1
5629,MQ,4099,ORD,AVP,3,630,110,0
5630,MQ,4505,BOS,LGA,3,630,75,0
5631,OH,6434,BDL,CVG,3,630,135,0
5632,OH,6645,ATW,DTW,3,630,79,0
5633,OO,4471,IAH,MSP,3,630,168,1
5634,OO,4607,SLC,MCI,3,630,142,1
5635,OO,7028,DEN,SAT,3,630,128,0
5636,UA,550,SFO,SAN,3,630,96,1
5637,US,1103,BWI,CLT,3,630,88,1
5638,US,1819,BOS,PHL,3,630,90,0
5639,US,1988,RSW,CLT,3,630,112,0
5640,US,2028,DCA,BOS,3,630,79,0
5641,US,367,DCA,PHX,3,630,309,0
5642,US,873,PIT,CLT,3,630,92,0
5643,WN,1216,LAS,MCO,3,630,265,1
5644,WN,126,DEN,AUS,3,630,125,1
5645,WN,134,DEN,TPA,3,630,210,0
5646,WN,176,BWI,SAT,3,630,240,1
5647,WN,1856,MCI,MCO,3,630,165,0
5648,WN,256,PHX,MCO,3,630,245,0
5649,WN,2630,DTW,MDW,3,630,70,1
5650,WN,2807,ONT,LAS,3,630,60,0
5651,WN,28,ECP,HOU,3,630,115,1
5652,WN,2982,JAX,BNA,3,630,95,1
5653,WN,3505,PHL,BOS,3,630,90,1
5654,WN,372,MSP,MDW,3,630,95,1
5655,WN,3773,PHX,TPA,3,630,235,1
5656,WN,384,MDW,IAD,3,630,105,1
5657,WN,655,LAS,TUS,3,630,75,0
5658,WN,811,SEA,MCI,3,630,205,1
5659,WN,923,TPA,BWI,3,630,130,1
5660,XE,2138,XNA,EWR,3,630,170,0
5661,XE,2645,OKC,IAH,3,630,84,0
5662,XE,2709,DAL,IAH,3,630,62,0
5663,XE,2860,MKE,IAH,3,630,172,1
5664,XE,5971,CLE,ORD,3,630,87,1
5665,DL,2251,CLT,ATL,3,631,82,0
5666,FL,953,FLL,BWI,3,631,145,1
5667,OO,6236,FAT,LAS,3,631,79,1
5668,OO,6911,MKE,ORD,3,631,44,1
5669,AS,62,JNU,SIT,3,632,45,0
5670,CO,339,MIA,EWR,3,632,175,1
5671,DL,1692,TPA,DTW,3,632,158,0
5672,DL,2783,BDL,ATL,3,632,156,0
5673,EV,5217,HSV,ATL,3,632,58,1
5674,OH,6749,XNA,MSP,3,632,113,0
5675,OO,6434,LAX,SAT,3,632,163,0
5676,OO,6687,SFO,MRY,3,632,46,0
5677,UA,239,LAX,SFO,3,632,97,0
5678,YV,1003,OGG,HNL,3,632,32,0
5679,AS,65,WRG,PSG,3,633,24,0
5680,DL,1816,DEN,ATL,3,633,172,1
5681,DL,2684,MIA,DCA,3,633,146,0
5682,EV,5447,SDF,ATL,3,633,90,1
5683,EV,5533,PHF,ATL,3,633,112,1
5684,OO,6343,SNA,SFO,3,633,85,1
5685,XE,2592,EWR,IND,3,633,134,1
5686,XE,2671,BDL,EWR,3,633,57,1
5687,XE,5915,FAR,ORD,3,633,112,0
5688,DL,1204,MEM,ATL,3,634,81,0
5689,DL,2190,ATL,MKE,3,634,126,1
5690,HA,161,ITO,HNL,3,634,49,0
5691,OO,6631,ORD,MKE,3,634,42,0
5692,UA,320,SFO,LAX,3,634,96,0
5693,XE,5933,LIT,ORD,3,634,109,1
5694,9E,4266,MSP,GRR,3,635,87,1
5695,9E,4290,SBN,ATL,3,635,118,0
5696,9E,4307,DTW,CVG,3,635,76,0
5697,AA,1044,MIA,RDU,3,635,120,1
5698,AA,1705,ATL,DFW,3,635,155,0
5699,AA,19,JFK,LAX,3,635,375,0
5700,AA,2097,DFW,SAT,3,635,65,0
5701,AA,2317,ORD,DFW,3,635,155,1
5702,AA,491,OKC,DFW,3,635,60,0
5703,DL,19,LGA,DTW,3,635,127,0
5704,DL,2315,ATL,LAX,3,635,300,0
5705,EV,5127,FAY,ATL,3,635,89,1
5706,EV,5286,DCA,MSN,3,635,140,0
5707,F9,106,DEN,MSP,3,635,116,0
5708,F9,130,DEN,DFW,3,635,112,0
5709,F9,825,DEN,MCI,3,635,95,0
5710,FL,101,ATL,DFW,3,635,151,1
5711,FL,315,CLT,ATL,3,635,72,1
5712,FL,540,ATL,PHX,3,635,270,0
5713,MQ,2805,ROW,DFW,3,635,85,0
5714,MQ,3057,FAT,LAX,3,635,65,0
5715,MQ,3215,DFW,HOU,3,635,65,1
5716,MQ,3735,CLE,ORD,3,635,90,0
5717,MQ,3851,ORD,ATL,3,635,120,1
5718,MQ,3877,PHL,ORD,3,635,145,0
5719,MQ,3959,LIT,ORD,3,635,110,0
5720,OH,6404,BOS,DCA,3,635,108,0
5721,UA,562,SFO,PDX,3,635,116,0
5722,UA,69,DEN,LAX,3,635,155,0
5723,UA,708,SFO,PHX,3,635,120,1
5724,WN,1057,OAK,BUR,3,635,65,0
5725,WN,1069,MDW,CMH,3,635,65,1
5726,WN,1106,LAX,OAK,3,635,75,1
5727,WN,1181,STL,HOU,3,635,130,1
5728,WN,130,ABQ,TUS,3,635,70,1
5729,WN,1499,STL,TUL,3,635,80,1
5730,WN,1568,SAN,STL,3,635,210,1
5731,WN,1980,BWI,DEN,3,635,260,1
5732,WN,198,HOU,TPA,3,635,115,1
5733,WN,1992,PHX,SNA,3,635,80,1
5734,WN,2097,OAK,LAX,3,635,75,1
5735,WN,2539,BNA,PHL,3,635,115,1
5736,WN,274,MCO,IND,3,635,150,1
5737,WN,2786,OAK,ONT,3,635,70,1
5738,WN,2794,HOU,OAK,3,635,255,1
5739,WN,2906,MCO,MKE,3,635,175,0
5740,WN,300,SMF,LAS,3,635,80,1
5741,WN,3110,MDW,PHX,3,635,240,1
5742,WN,327,LAS,SEA,3,635,165,1
5743,WN,339,OAK,SAN,3,635,90,1
5744,WN,3567,TUL,PHX,3,635,165,1
5745,WN,3920,STL,OKC,3,635,100,1
5746,WN,411,PHL,LAS,3,635,350,1
5747,WN,441,SAN,SFO,3,635,105,1
5748,WN,530,HOU,DEN,3,635,150,1
5749,WN,580,STL,MCI,3,635,65,0
5750,WN,598,GEG,PDX,3,635,70,0
5751,WN,618,BNA,LAX,3,635,290,1
5752,WN,729,OAK,SNA,3,635,85,1
5753,WN,767,STL,LIT,3,635,65,1
5754,WN,792,JAX,BWI,3,635,110,1
5755,WN,908,MDW,MCO,3,635,155,1
5756,WN,940,MDW,OMA,3,635,85,1
5757,WN,950,PHX,SAT,3,635,125,1
5758,WN,973,DEN,BNA,3,635,145,1
5759,WN,996,TUS,LAS,3,635,80,1
5760,XE,2056,MCI,EWR,3,635,165,1
5761,XE,2257,EWR,PIT,3,635,89,1
5762,CO,1134,DFW,EWR,3,636,204,1
5763,OO,6518,ICT,ORD,3,636,109,1
5764,UA,322,SFO,SEA,3,636,134,0
5765,UA,662,SFO,MSP,3,636,228,0
5766,YV,7216,MEM,ORD,3,636,107,0
5767,DL,2380,JAX,ATL,3,637,75,0
5768,OO,6429,LAS,SFO,3,637,102,0
5769,B6,291,SEA,LGB,3,638,154,0
5770,B6,46,MCO,JFK,3,638,142,1
5771,FL,298,HOU,ATL,3,639,112,1
5772,OO,6656,DEN,BNA,3,639,150,0
5773,OO,6840,SBA,SFO,3,639,80,1
5774,YV,7265,ORD,PIT,3,639,82,0
5775,AA,1034,DEN,DFW,3,640,120,1
5776,AA,1204,ABQ,DFW,3,640,100,0
5777,AA,1308,LAS,LAX,3,640,70,1
5778,AA,1433,MIA,MSY,3,640,130,1
5779,AA,1448,ORD,DCA,3,640,105,1
5780,AA,1487,ORD,RNO,3,640,255,1
5781,AA,2417,DFW,LAX,3,640,205,0
5782,AA,271,MIA,LAX,3,640,345,1
5783,AA,309,ORD,PHX,3,640,230,1
5784,AA,312,PHX,DFW,3,640,135,0
5785,AA,527,BOS,MIA,3,640,215,0
5786,AA,620,ELP,DFW,3,640,105,0
5787,AA,621,DFW,SEA,3,640,260,1
5788,AA,681,JFK,MIA,3,640,195,0
5789,AS,689,SJC,PDX,3,640,110,0
5790,B6,422,PBI,BOS,3,640,173,1
5791,DL,1886,ATL,LGA,3,640,136,0
5792,DL,2879,LGA,FLL,3,640,199,1
5793,EV,4955,MOB,ATL,3,640,74,0
5794,EV,5442,EWR,MEM,3,640,190,1
5795,EV,7327,CAK,ATL,3,640,110,0
5796,F9,367,MKE,DEN,3,640,155,0
5797,F9,448,DEN,PHL,3,640,209,1
5798,F9,674,DEN,MCO,3,640,212,0
5799,MQ,2752,DFW,FWA,3,640,130,0
5800,MQ,2861,DFW,MGM,3,640,100,0
5801,MQ,2991,DFW,CYS,3,640,140,0
5802,MQ,3253,DFW,CLL,3,640,55,0
5803,MQ,3266,BTR,DFW,3,640,85,0
5804,MQ,4063,GRB,ORD,3,640,60,1
5805,OH,6354,PHL,CVG,3,640,127,0
5806,OH,6600,STL,JFK,3,640,145,1
5807,OO,3111,CAK,MKE,3,640,84,0
5808,UA,469,SFO,LAS,3,640,104,0
5809,US,1435,DCA,CLT,3,640,90,0
5810,WN,1013,PHX,AUS,3,640,125,0
5811,WN,1021,MSY,HOU,3,640,75,1
5812,WN,1089,LAS,SLC,3,640,80,1
5813,WN,1097,ISP,MCO,3,640,170,0
5814,WN,1121,MCO,BWI,3,640,125,1
5815,WN,1133,MAF,DAL,3,640,70,0
5816,WN,1268,MKE,LAS,3,640,240,1
5817,WN,1577,BUR,SJC,3,640,65,1
5818,WN,1715,SEA,OAK,3,640,125,1
5819,WN,1752,SAN,ELP,3,640,105,1
5820,WN,1923,SJC,LAS,3,640,80,1
5821,WN,2254,DAL,SAT,3,640,65,1
5822,WN,518,SNA,DEN,3,640,135,0
5823,WN,752,SNA,SJC,3,640,75,0
5824,WN,862,MDW,BNA,3,640,80,0
5825,WN,955,MCI,BWI,3,640,140,1
5826,WN,995,LGA,MDW,3,640,155,0
5827,XE,2150,GRR,EWR,3,640,110,1
5828,XE,2226,ELP,IAH,3,640,110,0
5829,OO,6336,RNO,SFO,3,641,67,0
5830,UA,10,SFO,JFK,3,641,348,1
5831,EV,5289,OMA,ATL,3,642,137,0
5832,FL,1484,MCO,DTW,3,642,157,1
5833,FL,933,JAX,ATL,3,642,73,0
5834,OO,6835,SMF,LAX,3,642,83,0
5835,CO,700,FLL,EWR,3,643,171,1
5836,OO,6960,DEN,RAP,3,643,69,0
5837,OO,6652,MOD,SFO,3,644,38,0
5838,OO,6747,SMF,SFO,3,644,48,0
5839,XE,2206,AMA,IAH,3,644,91,0
5840,9E,4167,ATL,MEM,3,645,91,1
5841,AA,1223,FLL,DFW,3,645,195,0
5842,AA,1480,BOS,ORD,3,645,170,0
5843,AA,1504,MIA,BDL,3,645,175,1
5844,AA,1619,JAX,DFW,3,645,175,1
5845,AA,1698,DFW,DCA,3,645,160,1
5846,AA,1758,LAX,ORD,3,645,250,1
5847,AA,1767,SAT,DFW,3,645,70,0
5848,AA,395,MIA,DFW,3,645,200,0
5849,AS,453,LAX,SEA,3,645,162,1
5850,AS,601,LAS,SEA,3,645,160,0
5851,B6,1125,RDU,FLL,3,645,120,1
5852,B6,522,MCO,EWR,3,645,151,1
5853,B6,641,JFK,SFO,3,645,393,0
5854,CO,106,IAH,EWR,3,645,210,1
5855,CO,303,EWR,IAH,3,645,240,1
5856,CO,447,ORD,IAH,3,645,165,1
5857,CO,516,EWR,MSY,3,645,206,1
5858,CO,693,MCO,EWR,3,645,149,1
5859,DL,1174,ATL,BUF,3,645,132,0
5860,DL,1258,ATL,JAX,3,645,77,1
5861,DL,1433,ATL,AUS,3,645,160,1
5862,DL,1615,ATL,LAS,3,645,284,1
5863,DL,1771,JFK,MIA,3,645,194,0
5864,DL,2076,MCO,LGA,3,645,154,1
5865,DL,2310,DFW,ATL,3,645,123,1
5866,DL,2642,ATL,EWR,3,645,132,0
5867,DL,2689,SLC,MSP,3,645,158,1
5868,EV,5064,BNA,ATL,3,645,68,1
5869,EV,5104,ATL,BMI,3,645,104,0
5870,EV,5485,MDT,ATL,3,645,130,0
5871,EV,5551,ATL,SDF,3,645,86,0
5872,F9,178,TUS,DEN,3,645,107,1
5873,F9,191,DEN,DAY,3,645,155,0
5874,F9,510,DEN,LGA,3,645,221,1
5875,FL,137,BWI,JAX,3,645,115,0
5876,HA,525,OGG,HNL,3,645,34,0
5877,MQ,2713,DFW,JAN,3,645,75,1
5878,MQ,2885,MLU,DFW,3,645,80,0
5879,MQ,3323,DFW,GRK,3,645,50,0
5880,MQ,3808,ORD,ABQ,3,645,180,1
5881,OH,6469,ATL,GSO,3,645,86,0
5882,OO,3046,PIT,MKE,3,645,91,1
5883,OO,3072,MKE,STL,3,645,74,1
5884,OO,6404,EUG,SFO,3,645,90,1
5885,UA,902,DEN,IAD,3,645,197,0
5886,US,1444,JAX,CLT,3,645,83,0
5887,US,1712,ATL,CLT,3,645,76,0
5888,US,1842,JAX,PHL,3,645,121,1
5889,US,407,ORD,PHX,3,645,228,1
5890,US,592,SLC,PHX,3,645,99,0
5891,US,679,PHX,BOI,3,645,127,0
5892,WN,1099,OAK,MCI,3,645,200,1
5893,WN,1227,RDU,PHL,3,645,75,1
5894,WN,1451,HOU,LAX,3,645,230,1
5895,WN,1557,HOU,PHX,3,645,175,1
5896,WN,161,MDW,HOU,3,645,170,1
5897,WN,1921,BNA,RDU,3,645,80,1
5898,WN,2004,BWI,MDW,3,645,130,1
5899,WN,216,LAX,PHX,3,645,75,1
5900,WN,527,FLL,TPA,3,645,60,1
5901,WN,551,MDW,RSW,3,645,175,0
5902,WN,669,OAK,SEA,3,645,120,0
5903,WN,704,BOI,SLC,3,645,60,1
5904,WN,978,MCO,MDW,3,645,170,1
5905,WN,997,PHX,BOS,3,645,300,1
5906,XE,2970,LBB,IAH,3,645,95,0
5907,XE,5946,ORD,SDF,3,645,72,1
5908,XE,5948,ORD,CLE,3,645,72,1
5909,DL,1184,ATL,SLC,3,646,262,1
5910,OO,6568,LAX,BFL,3,646,49,0
5911,UA,32,DEN,BOS,3,646,233,0
5912,UA,812,DEN,DFW,3,646,119,0
5913,AS,490,SEA,SAN,3,647,157,1
5914,CO,1422,MSY,IAH,3,647,73,1
5915,DL,2230,ATL,MCI,3,647,138,0
5916,OO,6406,SFO,EUG,3,647,92,1
5917,UA,97,SFO,IAH,3,647,239,0
5918,9E,3754,DTW,SCE,3,648,81,0
5919,DL,1534,SAT,ATL,3,648,142,0
5920,EV,5076,OKC,ATL,3,648,125,1
5921,FL,92,RDU,ATL,3,648,83,1
5922,OO,6426,SFO,SMF,3,648,45,0
5923,XE,2382,DAY,EWR,3,648,102,1
5924,YV,7246,MCI,ORD,3,648,87,1
5925,DL,1440,ATL,PIT,3,649,101,0
5926,FL,927,MCI,ATL,3,649,116,0
5927,9E,4099,ATL,TUL,3,650,125,1
5928,AA,1158,SAN,DFW,3,650,170,1
5929,AA,1646,DFW,MIA,3,650,155,1
5930,AA,2038,MIA,DTW,3,650,185,1
5931,AA,2050,ORD,MIA,3,650,190,1
5932,AA,436,SNA,DFW,3,650,170,0
5933,AA,450,DFW,MSP,3,650,140,0
5934,AA,755,ORD,SAT,3,650,175,1
5935,AS,75,SEA,JNU,3,650,155,1
5936,B6,1011,BOS,JFK,3,650,66,1
5937,B6,1206,RSW,HPN,3,650,160,1
5938,B6,17,JFK,FLL,3,650,183,1
5939,B6,579,HPN,PBI,3,650,170,0
5940,CO,619,TPA,EWR,3,650,162,1
5941,DL,1261,ATL,HOU,3,650,140,1
5942,DL,1740,LAS,SLC,3,650,83,0
5943,DL,1,LAS,JFK,3,650,310,0
5944,DL,2173,ATL,MIA,3,650,115,1
5945,DL,2523,ATL,HNL,3,650,620,1
5946,DL,336,HOU,ATL,3,650,124,0
5947,EV,5195,ATL,LWB,3,650,86,0
5948,EV,5244,ATL,LEX,3,650,78,0
5949,EV,5534,ATL,MLI,3,650,115,0
5950,EV,7090,CVG,ORD,3,650,81,0
5951,EV,7354,ATL,FAY,3,650,76,1
5952,F9,350,DEN,PHF,3,650,215,1
5953,F9,623,DEN,DTW,3,650,164,0
5954,FL,1078,MCO,HPN,3,650,152,0
5955,HA,143,HNL,LIH,3,650,37,1
5956,MQ,3642,MIA,JAX,3,650,75,0
5957,MQ,4106,GRR,ORD,3,650,65,1
5958,MQ,4139,ORD,RIC,3,650,115,1
5959,MQ,4559,LGA,CMH,3,650,120,1
5960,OH,6435,DCA,CVG,3,650,101,0
5961,OO,4831,LAX,SAN,3,650,46,0
5962,OO,7005,ORD,GRR,3,650,45,1
5963,UA,306,LAX,BWI,3,650,303,0
5964,UA,756,DEN,IAH,3,650,150,0
5965,UA,838,SFO,DFW,3,650,212,0
5966,US,280,PHX,SJC,3,650,117,0
5967,US,365,PHX,SMF,3,650,123,1
5968,US,621,PHX,OAK,3,650,123,1
5969,WN,1006,ABQ,ELP,3,650,55,1
5970,WN,1076,LAS,OMA,3,650,160,1
5971,WN,11,HOU,STL,3,650,110,1
5972,WN,136,SAN,LAS,3,650,70,1
5973,WN,1509,SNA,LAS,3,650,70,1
5974,WN,1656,PDX,SJC,3,650,105,1
5975,WN,1727,ISP,FLL,3,650,185,1
5976,WN,1868,SDF,BHM,3,650,70,1
5977,WN,211,SAN,SMF,3,650,95,1
5978,WN,2280,RDU,FLL,3,650,125,1
5979,WN,3071,BUR,LAS,3,650,60,0
5980,WN,3762,DAL,ELP,3,650,105,0
5981,WN,497,PVD,BWI,3,650,80,0
5982,WN,501,LAS,MDW,3,650,220,1
5983,WN,843,BWI,STL,3,650,145,1
5984,WN,907,SAT,BWI,3,650,190,1
5985,WN,970,PBI,PHL,3,650,165,1
5986,XE,2002,LFT,IAH,3,650,62,0
5987,XE,2202,CLT,EWR,3,650,105,1
5988,XE,2203,TUL,IAH,3,650,89,0
5989,YV,2711,PHX,FAT,3,650,103,0
5990,9E,4147,MDW,DTW,3,651,79,0
5991,F9,846,SEA,DEN,3,651,150,1
5992,FL,230,RIC,ATL,3,651,105,0
5993,OO,6380,SFO,BOI,3,651,92,0
5994,OO,6497,DEN,LIT,3,651,125,0
5995,XE,2088,MAF,IAH,3,651,84,1
5996,9E,3789,ICT,ATL,3,652,132,0
5997,FL,104,DFW,ATL,3,652,118,0
5998,OO,6499,SJC,LAX,3,652,79,0
